#FORMAT=WebAnno TSV 3.2


#Text=Nữ giảng viên gây sửng sốt cả trường vì quá xinh đẹp Nữ giảng viên này một lần nữa trở thành tâm điểm chú ý với loạt ảnh sexy "bỏng mắt".
1-1	0-2	Nữ	
1-2	3-8	giảng	
1-3	9-13	viên	
1-4	14-17	gây	
1-5	18-22	sửng	
1-6	23-26	sốt	
1-7	27-29	cả	
1-8	30-36	trường	
1-9	37-39	vì	
1-10	40-43	quá	
1-11	44-48	xinh	
1-12	49-52	đẹp	
1-13	53-55	Nữ	
1-14	56-61	giảng	
1-15	62-66	viên	
1-16	67-70	này	
1-17	71-74	một	
1-18	75-78	lần	
1-19	79-82	nữa	
1-20	83-86	trở	
1-21	87-92	thành	
1-22	93-96	tâm	
1-23	97-101	điểm	
1-24	102-105	chú	
1-25	106-107	ý	
1-26	108-111	với	
1-27	112-116	loạt	
1-28	117-120	ảnh	
1-29	121-125	sexy	
1-30	126-131	"bỏng	
1-31	132-137	mắt".	
