#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_RL=webanno.custom.VLSPRelationextraction|relation|BT_de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity


#Text=Chính thức giảm 25% phí cao tốc Pháp Vân – Cầu Giẽ Chiều 22/9, Bộ Giao thông, vận tải đã chính thức đồng ý với đề xuất giảm 25% giá vé trên tuyến BOT Pháp Vân - Cầu Giẽ . Việc giảm sẽ bắt đầu thực hiện từ ngày 15/10 theo đề của Tổng cục Đường bộ Việt Nam và nhà đầu tư tuyến đường này là Công ty Cổ phần Đầu tư và Xây dựng giao thông Phương Thành .. Như vậy, mức phí sẽ giảm 25% so với mức phí hiện tại và áp dụng cho tất cả các phương tiện lưu thông trên tuyến đường qua trạm BOT Pháp Vân - Cầu Giẽ . “Xe dưới 9 chỗ đi hết tuyến từ 45.000 đồng/lượt sẽ giảm xuống còn 35.000 đồng/lượt. Nhà đầu tư sẽ chủ động chuẩn bị các thủ tục về thu phí để mức giảm giá được thực hiện đúng thời điểm,” ông Khôi cho hay. Theo phương án trình Bộ Giao thông, vận tải , đến năm 2021, tuyến đường này sẽ bắt đầu tăng giá vé trở lại với mức tăng 18% và sau đó 3 năm tăng một lần, mỗi lần tăng 18%. Liên quan đến việc rà soát, giảm phí các dự án BOT, Thứ trưởng Bộ Giao thông, vận tải Nguyễn Ngọc Đông cho biết, Bộ sẽ điều chỉnh mức phí theo xu hướng giảm, rà soát xong trạm BOT nào sẽ giảm ngay phí đường bộ tại dự án đó. Dịp này, Bộ Giao thông, vận tải rà soát tổng thể 54 dự án BOT, hiện đã rà soát được hơn 10 trạm. Các dự án sau rà soát đang được xem xét, thống nhất mức phí giảm. Sau khi rà soát hoàn tất, Tổng cục Đường bộ sẽ đề xuất Bộ Giao thông, vận tải xem xét, phê duyệt giảm phí. Nếu được thông qua, tháng 11 tới sẽ giảm phí tại các trạm BOT. Đại diện Tổng cục Đường bộ cho biết, mức giảm dự kiến có thể dao động từ 5-25%, tùy thuộc vào mỗi dự án và kết quả đàm phán với nhà đầu tư. Dự kiến có khoảng 60 - 70%/54 dự án BOT sẽ được điều chỉnh giảm. Thời gian thu phí sẽ giới hạn tối đa không quá 30 năm./.
1-1	0-5	Chính	_	_	_	_	
1-2	6-10	thức	_	_	_	_	
1-3	11-15	giảm	_	_	_	_	
1-4	16-19	25%	_	_	_	_	
1-5	20-23	phí	_	_	_	_	
1-6	24-27	cao	*[1]	LOCATION[1]	_	_	
1-7	28-31	tốc	*[1]	LOCATION[1]	_	_	
1-8	32-36	Pháp	*[1]	LOCATION[1]	_	_	
1-9	37-40	Vân	*[1]	LOCATION[1]	_	_	
1-10	41-42	–	*[1]	LOCATION[1]	_	_	
1-11	43-46	Cầu	*[1]	LOCATION[1]	_	_	
1-12	47-50	Giẽ	*[1]	LOCATION[1]	_	_	
1-13	51-56	Chiều	_	_	_	_	
1-14	57-62	22/9,	_	_	_	_	
1-15	63-65	Bộ	*[2]	ORGANIZATION[2]	_	_	
1-16	66-70	Giao	*[2]	ORGANIZATION[2]	_	_	
1-17	71-77	thông,	*[2]	ORGANIZATION[2]	_	_	
1-18	78-81	vận	*[2]	ORGANIZATION[2]	_	_	
1-19	82-85	tải	*[2]	ORGANIZATION[2]	_	_	
1-20	86-88	đã	_	_	_	_	
1-21	89-94	chính	_	_	_	_	
1-22	95-99	thức	_	_	_	_	
1-23	100-104	đồng	_	_	_	_	
1-24	105-106	ý	_	_	_	_	
1-25	107-110	với	_	_	_	_	
1-26	111-113	đề	_	_	_	_	
1-27	114-118	xuất	_	_	_	_	
1-28	119-123	giảm	_	_	_	_	
1-29	124-127	25%	_	_	_	_	
1-30	128-131	giá	_	_	_	_	
1-31	132-134	vé	_	_	_	_	
1-32	135-139	trên	_	_	_	_	
1-33	140-145	tuyến	_	_	_	_	
1-34	146-149	BOT	_	_	_	_	
1-35	150-154	Pháp	*[3]	LOCATION[3]	_	_	
1-36	155-158	Vân	*[3]	LOCATION[3]	_	_	
1-37	159-160	-	_	_	_	_	
1-38	161-164	Cầu	*[4]	LOCATION[4]	_	_	
1-39	165-168	Giẽ	*[4]	LOCATION[4]	_	_	
1-40	169-170	.	_	_	_	_	
1-41	171-175	Việc	_	_	_	_	
1-42	176-180	giảm	_	_	_	_	
1-43	181-183	sẽ	_	_	_	_	
1-44	184-187	bắt	_	_	_	_	
1-45	188-191	đầu	_	_	_	_	
1-46	192-196	thực	_	_	_	_	
1-47	197-201	hiện	_	_	_	_	
