#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Người vợ kém 11 tuổi của nhạc sĩ 'Tình thơ' Hoài An hiếm hoi lộ diện bên chồng Đây là lần đầu nhạc sĩ Hoài An công khai bà xã trước công chúng. Nhạc sĩ Hoài An là tác giả của nhiều ca khúc được rất nhiều người yêu thích như Tình thơ, Nếu phôi pha ngày mai, Tình khúc vàng, Nếu mai rời xa... Từng trải qua đổ vỡ và rất kín đáo về đời tư, mới đây trong hậu trường Tuyệt đỉnh song ca do anh đang làm giám khảo, nam nhạc sĩ sinh năm 1977 bất ngờ giới thiệu người vợ trẻ trung của mình. Được biết, vợ của nhạc sĩ Hoài An sinh năm 1988. Cả hai kết hôn vào cuối năm ngoái. Nhạc sĩ 40 tuổi và bà xã rất tình cảm trong hậu trường khiến nhiều người "ghen tị". Anh chăm sóc vợ từng ly từng tí hệt như một đôi uyên ương mới cưới. Theo Anne (Khám phá)
1-1	0-5	Người	_	_	
1-2	6-8	vợ	_	_	
1-3	9-12	kém	_	_	
1-4	13-15	11	_	_	
1-5	16-20	tuổi	_	_	
1-6	21-24	của	_	_	
1-7	25-29	nhạc	_	_	
1-8	30-32	sĩ	_	_	
1-9	33-38	'Tình	_	_	
1-10	39-43	thơ'	_	_	
1-11	44-48	Hoài	*[1]	PERSON[1]	
1-12	49-51	An	*[1]	PERSON[1]	
1-13	52-56	hiếm	_	_	
1-14	57-60	hoi	_	_	
1-15	61-63	lộ	_	_	
1-16	64-68	diện	_	_	
1-17	69-72	bên	_	_	
1-18	73-78	chồng	_	_	
1-19	79-82	Đây	_	_	
1-20	83-85	là	_	_	
1-21	86-89	lần	_	_	
1-22	90-93	đầu	_	_	
1-23	94-98	nhạc	_	_	
1-24	99-101	sĩ	_	_	
1-25	102-106	Hoài	*[2]	PERSON[2]	
1-26	107-109	An	*[2]	PERSON[2]	
1-27	110-114	công	_	_	
1-28	115-119	khai	_	_	
1-29	120-122	bà	_	_	
1-30	123-125	xã	_	_	
1-31	126-131	trước	_	_	
1-32	132-136	công	_	_	
1-33	137-143	chúng.	_	_	
1-34	144-148	Nhạc	_	_	
1-35	149-151	sĩ	_	_	
1-36	152-156	Hoài	*[3]	PERSON[3]	
1-37	157-159	An	*[3]	PERSON[3]	
1-38	160-162	là	_	_	
1-39	163-166	tác	_	_	
1-40	167-170	giả	_	_	
1-41	171-174	của	_	_	
1-42	175-180	nhiều	_	_	
1-43	181-183	ca	_	_	
1-44	184-188	khúc	_	_	
1-45	189-193	được	_	_	
1-46	194-197	rất	_	_	
1-47	198-203	nhiều	_	_	
1-48	204-209	người	_	_	
1-49	210-213	yêu	_	_	
1-50	214-219	thích	_	_	
1-51	220-223	như	_	_	
1-52	224-228	Tình	_	_	
1-53	229-233	thơ,	_	_	
1-54	234-237	Nếu	_	_	
1-55	238-242	phôi	_	_	
1-56	243-246	pha	_	_	
1-57	247-251	ngày	_	_	
1-58	252-256	mai,	_	_	
1-59	257-261	Tình	_	_	
1-60	262-266	khúc	_	_	
1-61	267-272	vàng,	_	_	
1-62	273-276	Nếu	_	_	
1-63	277-280	mai	_	_	
1-64	281-284	rời	_	_	
1-65	285-290	xa...	_	_	
1-66	291-295	Từng	_	_	
1-67	296-300	trải	_	_	
1-68	301-304	qua	_	_	
1-69	305-307	đổ	_	_	
1-70	308-310	vỡ	_	_	
1-71	311-313	và	_	_	
1-72	314-317	rất	_	_	
1-73	318-321	kín	_	_	
1-74	322-325	đáo	_	_	
1-75	326-328	về	_	_	
1-76	329-332	đời	_	_	
1-77	333-336	tư,	_	_	
1-78	337-340	mới	_	_	
