#FORMAT=WebAnno TSV 3.2


#Text=Lấy quả chanh làm thế này trong nhà chẳng bao gờ có con kiến nào mà không cần thuốc diệt Lấy quả chanh làm thế này trong nhà chẳng bao gờ có con kiến nào mà không cần thuốc diệt - hãy lưu lại ngay. Bạn có thể vắt chanh tươi vào tổ kiến, hoặc băm nhỏ vỏ chanh tươi hay ớt và rắc vào tổ kiến, chúng sẽ tự bỏ đi. Một cách đuổi kiến, ngăn ngừa kiến không vào nhà, có thể rắc vỏ chanh tại những đường đi của kiến để vào nhà như cửa sổ, cửa ra vào… Bạn có cũng thể lau nhà với dung dịch nước chanh, pha khoảng 4 quả chanh tươi to vào 2 lit nước và dùng dung dịch này để lau nhà, cách đuổi kiến này sẽ giúp kiến hay những côn trùng khác không dám vào trong nhà bạn nữa. Thay vì phòng thủ để kiến không thể tấn công, chúng ta có thể thử chủ động tấn công trước và diệt sạch chúng. Bạn cần chuẩn bị một ít đường, một ít hàn the và một ít nước nhé! Bước 1: - Pha hỗn hợp gồm 3 muỗng đường và 1 muỗng hàn the vào ly. Bước 2: - Cho hỗn hợp vào hộp nhựa nhỏ. Đổ vào ít nước để dung dịch sệt lại và khuấy đều. Bước 3: - Đục 1 số lỗ nhỏ lên thân hộp để kiến có thể đi vào. Đặt bẫy ở nơi hay có kiến. Bạn có thể phun giấm lên các vách tường để kiến không thể xâm phạm ngôi nhà bạn. Kiến thường làm ổ trong sân vườn của bạn, để ống nước sát mặt đất và cho nước chảy khoảng 10 phút, bạn có thể xua đuổi kiến ra khỏi tầm mắt đấy! Hãy nhớ làm việc này thường xuyên để đạt được hiệu quả cao nhất nhé!
1-1	0-3	Lấy	
1-2	4-7	quả	
1-3	8-13	chanh	
1-4	14-17	làm	
1-5	18-21	thế	
1-6	22-25	này	
1-7	26-31	trong	
1-8	32-35	nhà	
1-9	36-41	chẳng	
1-10	42-45	bao	
1-11	46-48	gờ	
1-12	49-51	có	
1-13	52-55	con	
1-14	56-60	kiến	
1-15	61-64	nào	
1-16	65-67	mà	
1-17	68-73	không	
1-18	74-77	cần	
1-19	78-83	thuốc	
1-20	84-88	diệt	
1-21	89-92	Lấy	
1-22	93-96	quả	
1-23	97-102	chanh	
1-24	103-106	làm	
1-25	107-110	thế	
1-26	111-114	này	
1-27	115-120	trong	
1-28	121-124	nhà	
1-29	125-130	chẳng	
1-30	131-134	bao	
1-31	135-137	gờ	
1-32	138-140	có	
1-33	141-144	con	
1-34	145-149	kiến	
1-35	150-153	nào	
1-36	154-156	mà	
1-37	157-162	không	
1-38	163-166	cần	
1-39	167-172	thuốc	
1-40	173-177	diệt	
1-41	178-179	-	
1-42	180-183	hãy	
1-43	184-187	lưu	
1-44	188-191	lại	
1-45	192-197	ngay.	
1-46	198-201	Bạn	
1-47	202-204	có	
1-48	205-208	thể	
1-49	209-212	vắt	
1-50	213-218	chanh	
1-51	219-223	tươi	
1-52	224-227	vào	
1-53	228-230	tổ	
1-54	231-236	kiến,	
1-55	237-241	hoặc	
1-56	242-245	băm	
1-57	246-249	nhỏ	
1-58	250-252	vỏ	
1-59	253-258	chanh	
1-60	259-263	tươi	
1-61	264-267	hay	
1-62	268-270	ớt	
1-63	271-273	và	
1-64	274-277	rắc	
1-65	278-281	vào	
1-66	282-284	tổ	
1-67	285-290	kiến,	
1-68	291-296	chúng	
1-69	297-299	sẽ	
1-70	300-302	tự	
1-71	303-305	bỏ	
1-72	306-309	đi.	
1-73	310-313	Một	
1-74	314-318	cách	
1-75	319-323	đuổi	
1-76	324-329	kiến,	
1-77	330-334	ngăn	
1-78	335-339	ngừa	
1-79	340-344	kiến	
1-80	345-350	không	
1-81	351-354	vào	
1-82	355-359	nhà,	
1-83	360-362	có	
1-84	363-366	thể	
1-85	367-370	rắc	
1-86	371-373	vỏ	
1-87	374-379	chanh	
1-88	380-383	tại	
1-89	384-389	những	
1-90	390-395	đường	
1-91	396-398	đi	
1-92	399-402	của	
