#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Công ty chứng khoán bị phạt vì cho khách hàng vay tiền Ủy ban Chứng khoán Nhà nước vừa ra quyết định xử phạt 200 triệu đồng đối với Công ty cổ phần Chứng khoán Quốc tế Việt Nam (VISecurities ) do nhiều lần cho khách hàng vay tiền. Công ty chứng khoán có quyền cho vay ký quỹ, là hoạt động hỗ trợ khách hàng mua chứng khoán với số tiền ứng trước một phần giá trị chứng khoán, tài sản đảm bảo là chứng khoán đã mua. Nghiệp vụ cho vay ký quỹ chỉ áp dụng với một số cổ phiếu nhất định nhằm đảm bảo an toàn cho phía công ty chứng khoán. Tuy nhiên, ngoài nghiệp vụ cho vay ký quỹ, công ty chứng khoán không được phép cho vay như một tổ chức tín dụng thông thường. Thông báo từ UBCKNN không nêu cụ thể về nghiệp vụ cho vay của VISecurities . Hiện UBCKNN cũng đã yêu cầu VISecurities dừng cả nghiệp vụ vay kí quỹ do công ty không duy trì điều kiện về hệ thống giao dịch phục vụ cũng như giám sát tài chính cho hoạt động này. Công văn của UBCKNN được gửi đi từ đầu tháng 7 vừa qua. Với quyết định của UBCKNN , VISecurities sẽ phải dừng nghiệp vụ cho vay ký quỹ, đồng thời tất toán các hợp đồng đã phát sinh. Theo báo cáo tài chính bán niên 2017 có soát xét, tại thời điểm cuối quý II.2017, VISecurities cho vay tổng cộng 120 tỷ đồng, trong đó 86,4 tỷ đồng là cho vay ký quỹ, 33,1 tỷ đồng cho vay tài sản tài chính khác. Công ty lỗ lũy kế 1,8 tỷ đồng tại cùng thời điểm.
1-1	0-4	Công	_	_	
1-2	5-7	ty	_	_	
1-3	8-13	chứng	_	_	
1-4	14-19	khoán	_	_	
1-5	20-22	bị	_	_	
1-6	23-27	phạt	_	_	
1-7	28-30	vì	_	_	
1-8	31-34	cho	_	_	
1-9	35-40	khách	_	_	
1-10	41-45	hàng	_	_	
1-11	46-49	vay	_	_	
1-12	50-54	tiền	_	_	
1-13	55-57	Ủy	*[1]	ORGANIZATION[1]	
1-14	58-61	ban	*[1]	ORGANIZATION[1]	
1-15	62-67	Chứng	*[1]	ORGANIZATION[1]	
1-16	68-73	khoán	*[1]	ORGANIZATION[1]	
1-17	74-77	Nhà	*[1]	ORGANIZATION[1]	
1-18	78-82	nước	*[1]	ORGANIZATION[1]	
1-19	83-86	vừa	_	_	
1-20	87-89	ra	_	_	
1-21	90-95	quyết	_	_	
1-22	96-100	định	_	_	
1-23	101-103	xử	_	_	
1-24	104-108	phạt	_	_	
1-25	109-112	200	_	_	
1-26	113-118	triệu	_	_	
1-27	119-123	đồng	_	_	
1-28	124-127	đối	_	_	
1-29	128-131	với	_	_	
1-30	132-136	Công	*[2]	ORGANIZATION[2]	
1-31	137-139	ty	*[2]	ORGANIZATION[2]	
1-32	140-142	cổ	*[2]	ORGANIZATION[2]	
1-33	143-147	phần	*[2]	ORGANIZATION[2]	
1-34	148-153	Chứng	*[2]	ORGANIZATION[2]	
1-35	154-159	khoán	*[2]	ORGANIZATION[2]	
1-36	160-164	Quốc	*[2]	ORGANIZATION[2]	
1-37	165-167	tế	*[2]	ORGANIZATION[2]	
1-38	168-172	Việt	*[2]	ORGANIZATION[2]	
1-39	173-176	Nam	*[2]	ORGANIZATION[2]	
1-40	177-190	(VISecurities	*	ORGANIZATION	
1-41	191-192	)	_	_	
1-42	193-195	do	_	_	
1-43	196-201	nhiều	_	_	
1-44	202-205	lần	_	_	
1-45	206-209	cho	_	_	
1-46	210-215	khách	_	_	
1-47	216-220	hàng	_	_	
1-48	221-224	vay	_	_	
1-49	225-230	tiền.	_	_	
1-50	231-235	Công	_	_	
1-51	236-238	ty	_	_	
1-52	239-244	chứng	_	_	
1-53	245-250	khoán	_	_	
1-54	251-253	có	_	_	
1-55	254-259	quyền	_	_	
1-56	260-263	cho	_	_	
1-57	264-267	vay	_	_	
1-58	268-270	ký	_	_	
1-59	271-275	quỹ,	_	_	
1-60	276-278	là	_	_	
1-61	279-283	hoạt	_	_	
1-62	284-288	động	_	_	
1-63	289-291	hỗ	_	_	
1-64	292-295	trợ	_	_	
1-65	296-301	khách	_	_	
1-66	302-306	hàng	_	_	
1-67	307-310	mua	_	_	
1-68	311-316	chứng	_	_	
1-69	317-322	khoán	_	_	
1-70	323-326	với	_	_	
1-71	327-329	số	_	_	
1-72	330-334	tiền	_	_	
1-73	335-338	ứng	_	_	
1-74	339-344	trước	_	_	
1-75	345-348	một	_	_	
1-76	349-353	phần	_	_	
1-77	354-357	giá	_	_	
1-78	358-361	trị	_	_	
1-79	362-367	chứng	_	_	
1-80	368-374	khoán,	_	_	
1-81	375-378	tài	_	_	
1-82	379-382	sản	_	_	
1-83	383-386	đảm	_	_	
1-84	387-390	bảo	_	_	
1-85	391-393	là	_	_	
1-86	394-399	chứng	_	_	
1-87	400-405	khoán	_	_	
1-88	406-408	đã	_	_	
1-89	409-413	mua.	_	_	
1-90	414-420	Nghiệp	_	_	
1-91	421-423	vụ	_	_	
1-92	424-427	cho	_	_	
1-93	428-431	vay	_	_	
