#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=Thay đổi thể thức thi đấu AFF Cup 2018 Trong phiên họp của AFF (LĐBĐ Đông Nam Á ) diễn ra tại Bali (Indonesia ) vào trưa 22/9, Hội đồng thi đấu đã thống nhất sẽ thay đổi thể thức thi đấu của AFF Cup vào năm 2018. Buổi tập của đội tuyển VN chuẩn bị cho AFF Cup 2016 . Bóng đá VN vừa được xếp là hạt giống số 1 tại AFF Cup 2018 . Ảnh: S.H Theo quy định, kể từ năm 2018 các đội bóng trong khu vực sẽ được chia làm hai bảng, đá vòng tròn một lượt tính điểm xếp hạng, chọn hai đội đứng đầu mỗi bảng vào đá bán kết, chung kết. Ở vòng đấu bảng (5 đội/bảng), các đội sẽ đá hai trận trên sân nhà và hai trận trên sân đối phương. Ví dụ tuyển VN năm chung bảng với Myanmar , Campuchia , Đông Timor và Malaysia . Thep thể thức này, tuyển VN sẽ đá hai trận trên sân nhà với Malaysia và Campuchia , đá hai trận trên sân đối phương với Myanmar và Đông Timor . Ở vòng bán kết và chung kết, vẫn giữ nguyên thể thức đá sân nhà- sân đối phương như cũ. Căn cứ trên thành tích của từng đội qua hai giải AFF Cup 2014 và 2016, có 9 đội bóng sẽ được lọt vào vòng đấu bảng (xếp theo thứ tự về điểm do Hội đồng thi đấu xét chọn) gồm: 1- Thái Lan 22 điểm, 2 - VN 18 điểm, 3 - Indonesia 17 điểm, 4 - Malaysia 17 điểm, 5 - Philippines 15 điểm, 6 - Myanmar 14 điểm, 7 - Singapore 11 điểm, 8 - Campuchia 7 điểm, 9 - Lào 7 điểm. Hai đội sẽ chơi trận play off chọn đội thắng giành quyền vào chơi vòng đấu bảng là Đông Timo 4 điểm và Brunei 2 điểm. Trận play off này dự kiến diễn ra vào tháng 10/2018. Với việc tính điểm, xếp hạng nêu trên, Thái Lan và VN sẽ được xếp vào nhóm hạt giống số 1 khi bốc thăm chia bảng đá vòng loại từ ngày 8/11 đến ngày 15/12/2018. Lịch bốc thăm, chia bảng sẽ diễn ra vào tháng  5/2018.
1-1	0-4	Thay	_	_	
1-2	5-8	đổi	_	_	
1-3	9-12	thể	_	_	
1-4	13-17	thức	_	_	
1-5	18-21	thi	_	_	
1-6	22-25	đấu	_	_	
1-7	26-29	AFF	*[1]	MISCELLANEOUS[1]	
1-8	30-33	Cup	*[1]	MISCELLANEOUS[1]	
1-9	34-38	2018	*[1]	MISCELLANEOUS[1]	
1-10	39-44	Trong	_	_	
1-11	45-50	phiên	_	_	
1-12	51-54	họp	_	_	
1-13	55-58	của	_	_	
1-14	59-62	AFF	*	ORGANIZATION	
1-15	63-68	(LĐBĐ	*[2]	ORGANIZATION[2]	
1-16	69-73	Đông	*[2]	ORGANIZATION[2]	
1-17	74-77	Nam	*[2]	ORGANIZATION[2]	
1-18	78-79	Á	*[2]	ORGANIZATION[2]	
1-19	80-81	)	_	_	
1-20	82-86	diễn	_	_	
1-21	87-89	ra	_	_	
1-22	90-93	tại	_	_	
1-23	94-98	Bali	*	LOCATION	
1-24	99-109	(Indonesia	*	LOCATION	
1-25	110-111	)	_	_	
1-26	112-115	vào	_	_	
1-27	116-120	trưa	_	_	
1-28	121-126	22/9,	_	_	
1-29	127-130	Hội	_	_	
1-30	131-135	đồng	_	_	
1-31	136-139	thi	_	_	
1-32	140-143	đấu	_	_	
1-33	144-146	đã	_	_	
1-34	147-152	thống	_	_	
1-35	153-157	nhất	_	_	
1-36	158-160	sẽ	_	_	
1-37	161-165	thay	_	_	
1-38	166-169	đổi	_	_	
1-39	170-173	thể	_	_	
1-40	174-178	thức	_	_	
1-41	179-182	thi	_	_	
1-42	183-186	đấu	_	_	
1-43	187-190	của	_	_	
1-44	191-194	AFF	*[3]	MISCELLANEOUS[3]	
1-45	195-198	Cup	*[3]	MISCELLANEOUS[3]	
1-46	199-202	vào	_	_	
1-47	203-206	năm	_	_	
1-48	207-212	2018.	_	_	
1-49	213-217	Buổi	_	_	
1-50	218-221	tập	_	_	
1-51	222-225	của	_	_	
1-52	226-229	đội	_	_	
1-53	230-235	tuyển	_	_	
1-54	236-238	VN	*	LOCATION	
1-55	239-244	chuẩn	_	_	
1-56	245-247	bị	_	_	
1-57	248-251	cho	_	_	
1-58	252-255	AFF	*[4]	MISCELLANEOUS[4]	
1-59	256-259	Cup	*[4]	MISCELLANEOUS[4]	
1-60	260-264	2016	*[4]	MISCELLANEOUS[4]	
1-61	265-266	.	_	_	
1-62	267-271	Bóng	_	_	
1-63	272-274	đá	_	_	
1-64	275-277	VN	*	LOCATION	
1-65	278-281	vừa	_	_	
1-66	282-286	được	_	_	
1-67	287-290	xếp	_	_	
1-68	291-293	là	_	_	
1-69	294-297	hạt	_	_	
1-70	298-303	giống	_	_	
1-71	304-306	số	_	_	
1-72	307-308	1	_	_	
1-73	309-312	tại	_	_	
