#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text="Thần dược" HPC - 97 HXN từ Trung Quốc giúp trái cây mau to, mau chín Ngay sau các vụ tẩm hóa chất liên tiếp xảy ra, đến nay, báo chí đã truy lùng ra "thần dược" xuất xứ từ Trung Quốc được các thương lái cho vào trái cây chỉ hô biến từ trái nhỏ còn sống chuyển sang trái to, tươi ngon, chín vàng. Ghi nhận từ phóng viên, "thần dược" có tên là HPC - 97 HXN là loại thuốc cấm dùng cho bảo quản nông sản và thực phẩm, chỉ được dùng trong trồng trọt, giúp cây nhanh nở hoa, phát triển. Hóa chất này được bày bán công khai trên thị trường, hầu hết có nguồn gốc từ Trung Quốc và có giá rất rẻ. Chỉ một lượng nhỏ thì dù trái cây có xanh như thế nào cũng chỉ sau vài ngày sẽ chín đều, có mùi thơm nồng, bắt mắt.
1-1	0-5	"Thần	_	_	
1-2	6-11	dược"	_	_	
1-3	12-15	HPC	_	_	
1-4	16-17	-	_	_	
1-5	18-20	97	_	_	
1-6	21-24	HXN	_	_	
1-7	25-27	từ	_	_	
1-8	28-33	Trung	*[1]	LOCATION[1]	
1-9	34-38	Quốc	*[1]	LOCATION[1]	
1-10	39-43	giúp	_	_	
1-11	44-48	trái	_	_	
1-12	49-52	cây	_	_	
1-13	53-56	mau	_	_	
1-14	57-60	to,	_	_	
1-15	61-64	mau	_	_	
1-16	65-69	chín	_	_	
1-17	70-74	Ngay	_	_	
1-18	75-78	sau	_	_	
1-19	79-82	các	_	_	
1-20	83-85	vụ	_	_	
1-21	86-89	tẩm	_	_	
1-22	90-93	hóa	_	_	
1-23	94-98	chất	_	_	
1-24	99-103	liên	_	_	
1-25	104-108	tiếp	_	_	
1-26	109-112	xảy	_	_	
1-27	113-116	ra,	_	_	
1-28	117-120	đến	_	_	
1-29	121-125	nay,	_	_	
1-30	126-129	báo	_	_	
1-31	130-133	chí	_	_	
1-32	134-136	đã	_	_	
1-33	137-141	truy	_	_	
1-34	142-146	lùng	_	_	
1-35	147-149	ra	_	_	
1-36	150-155	"thần	_	_	
1-37	156-161	dược"	_	_	
1-38	162-166	xuất	_	_	
1-39	167-169	xứ	_	_	
1-40	170-172	từ	_	_	
1-41	173-178	Trung	*[2]	LOCATION[2]	
1-42	179-183	Quốc	*[2]	LOCATION[2]	
1-43	184-188	được	_	_	
1-44	189-192	các	_	_	
1-45	193-199	thương	_	_	
1-46	200-203	lái	_	_	
1-47	204-207	cho	_	_	
1-48	208-211	vào	_	_	
1-49	212-216	trái	_	_	
1-50	217-220	cây	_	_	
1-51	221-224	chỉ	_	_	
1-52	225-227	hô	_	_	
1-53	228-232	biến	_	_	
1-54	233-235	từ	_	_	
1-55	236-240	trái	_	_	
1-56	241-244	nhỏ	_	_	
1-57	245-248	còn	_	_	
