#FORMAT=WebAnno TSV 3.2


#Text=Chỉ cần lá này trong nhà cả đời không lo mắc bệnh gan, đánh tan mất ngủ và nhiều bệnh khác Chỉ cần lá này trong nhà cả đời không lo mắc bệnh gan, đánh tan mất ngủ và nhiều bệnh khác - ai cũng cần biết để áp dụng. - Lá sung chữa bệnh giời leo: Lá sung rửa sạch, hong khô, cắt nhỏ, thêm chút giấm ăn, giã nhuyễn, đắp vào chỗ bị bệnh, thuốc khô lại thay. Một kết qủa nghiên cứu lâm sàng cho thấy: điều trị 21 ca, trong 1-2 ngày đều khỏi cả. - Chữa phong thấp, sốt rét, sản phụ thiếu sữa: Hằng ngày nấu nước lá sung hoặc vỏ cây sung uống thay nước chè. - Chữa mụn lở hoặc vú sưng đau: Lá sung giã nát, trộn với nhựa sung đắp lên, đau đến đâu đắp đến đó. – Thuốc lợi sữa: Lá sung vú 100g, chân giò lợn 1 cái, quả mít non 50g, quả đu đủ non 50g, lõi thông thảo 10g, hạt mùi để sống 5g, gạo nếp 100g. Tất cả thái nhỏ, nấu thành cháo cho thật nhừ, ăn làm 1 – 2 lần trong ngày. Dùng 2 – 3 ngày. – Chữa nổi cục đỏ ở lưng, ngực có đau và sốt: Lá sung vú 40g, huyền sâm, huyết giác, ngưu tất, mỗi vị 20g. Tất cả thái nhỏ, sắc với 400ml nước còn 100ml, uống làm 2 lần trong ngày. Quả sung là loại quả giàu kali, ít natri. Sự mất cân bằng giữa natri và kali sẽ khiến huyết áp tăng cao nhanh chóng. Do đó, việc áp dụng chế độ ăn uống giàu trái cây và rau củ, trong đó có quả sung tươi sẽ giúp cho lượng kali tăng trở lại, ngừa cao huyết áp. Không chỉ vậy, quả sung còn chứa nhiều chất béo omega-3 và omega-6, giúp huyết áp ổn định và ngừa được các bệnh tim mạch. Sung dồi dào chất xơ và prebiotic, có tác dụng kích thích nhu động ruột, tạo điều kiện thuận lợi cho một số loại vi khuẩn có lợi cho đường ruột phát triển. Vì vậy, ăn sung sẽ góp phần cải thiện hệ tiêu hóa, chống táo bón và ngừa bệnh trĩ.
1-1	0-3	Chỉ	
1-2	4-7	cần	
1-3	8-10	lá	
1-4	11-14	này	
1-5	15-20	trong	
1-6	21-24	nhà	
1-7	25-27	cả	
1-8	28-31	đời	
1-9	32-37	không	
1-10	38-40	lo	
1-11	41-44	mắc	
1-12	45-49	bệnh	
1-13	50-54	gan,	
1-14	55-59	đánh	
1-15	60-63	tan	
1-16	64-67	mất	
1-17	68-71	ngủ	
1-18	72-74	và	
1-19	75-80	nhiều	
1-20	81-85	bệnh	
1-21	86-90	khác	
1-22	91-94	Chỉ	
1-23	95-98	cần	
1-24	99-101	lá	
1-25	102-105	này	
1-26	106-111	trong	
1-27	112-115	nhà	
1-28	116-118	cả	
1-29	119-122	đời	
1-30	123-128	không	
1-31	129-131	lo	
1-32	132-135	mắc	
1-33	136-140	bệnh	
1-34	141-145	gan,	
1-35	146-150	đánh	
1-36	151-154	tan	
1-37	155-158	mất	
1-38	159-162	ngủ	
1-39	163-165	và	
1-40	166-171	nhiều	
1-41	172-176	bệnh	
1-42	177-181	khác	
1-43	182-183	-	
1-44	184-186	ai	
1-45	187-191	cũng	
1-46	192-195	cần	
1-47	196-200	biết	
1-48	201-203	để	
1-49	204-206	áp	
1-50	207-212	dụng.	
1-51	213-214	-	
1-52	215-217	Lá	
1-53	218-222	sung	
1-54	223-227	chữa	
1-55	228-232	bệnh	
1-56	233-237	giời	
1-57	238-242	leo:	
1-58	243-245	Lá	
1-59	246-250	sung	
1-60	251-254	rửa	
1-61	255-260	sạch,	
1-62	261-265	hong	
1-63	266-270	khô,	
1-64	271-274	cắt	
1-65	275-279	nhỏ,	
1-66	280-284	thêm	
1-67	285-289	chút	
1-68	290-294	giấm	
1-69	295-298	ăn,	
1-70	299-302	giã	
1-71	303-310	nhuyễn,	
1-72	311-314	đắp	
1-73	315-318	vào	
1-74	319-322	chỗ	
1-75	323-325	bị	
1-76	326-331	bệnh,	
1-77	332-337	thuốc	
1-78	338-341	khô	
1-79	342-345	lại	
1-80	346-351	thay.	
1-81	352-355	Một	
1-82	356-359	kết	
1-83	360-363	qủa	
1-84	364-370	nghiên	
1-85	371-374	cứu	
1-86	375-378	lâm	
1-87	379-383	sàng	
1-88	384-387	cho	
1-89	388-393	thấy:	
1-90	394-398	điều	
1-91	399-402	trị	
1-92	403-405	21	
1-93	406-409	ca,	
1-94	410-415	trong	
1-95	416-419	1-2	
1-96	420-424	ngày	
1-97	425-428	đều	
1-98	429-433	khỏi	
1-99	434-437	cả.	
1-100	438-439	-	
1-101	440-444	Chữa	
1-102	445-450	phong	
1-103	451-456	thấp,	
1-104	457-460	sốt	
1-105	461-465	rét,	
1-106	466-469	sản	
1-107	470-473	phụ	
1-108	474-479	thiếu	
1-109	480-484	sữa:	
1-110	485-489	Hằng	
1-111	490-494	ngày	
1-112	495-498	nấu	
1-113	499-503	nước	
1-114	504-506	lá	
1-115	507-511	sung	
1-116	512-516	hoặc	
1-117	517-519	vỏ	
1-118	520-523	cây	
1-119	524-528	sung	
1-120	529-533	uống	
1-121	534-538	thay	
1-122	539-543	nước	
1-123	544-548	chè.	
1-124	549-550	-	
1-125	551-555	Chữa	
1-126	556-559	mụn	
1-127	560-562	lở	
1-128	563-567	hoặc	
1-129	568-570	vú	
1-130	571-575	sưng	
1-131	576-580	đau:	
1-132	581-583	Lá	
1-133	584-588	sung	
1-134	589-592	giã	
1-135	593-597	nát,	
1-136	598-602	trộn	
1-137	603-606	với	
1-138	607-611	nhựa	
1-139	612-616	sung	
1-140	617-620	đắp	
1-141	621-625	lên,	
1-142	626-629	đau	
1-143	630-633	đến	
1-144	634-637	đâu	
1-145	638-641	đắp	
1-146	642-645	đến	
1-147	646-649	đó.	
1-148	650-651	–	
1-149	652-657	Thuốc	
1-150	658-661	lợi	
1-151	662-666	sữa:	
1-152	667-669	Lá	
1-153	670-674	sung	
1-154	675-677	vú	
1-155	678-683	100g,	
1-156	684-688	chân	
1-157	689-692	giò	
1-158	693-696	lợn	
1-159	697-698	1	
1-160	699-703	cái,	
1-161	704-707	quả	
1-162	708-711	mít	
1-163	712-715	non	
1-164	716-720	50g,	
1-165	721-724	quả	
1-166	725-727	đu	
1-167	728-730	đủ	
1-168	731-734	non	
1-169	735-739	50g,	
1-170	740-743	lõi	
1-171	744-749	thông	
1-172	750-754	thảo	
1-173	755-759	10g,	
1-174	760-763	hạt	
1-175	764-767	mùi	
1-176	768-770	để	
1-177	771-775	sống	
1-178	776-779	5g,	
1-179	780-783	gạo	
1-180	784-787	nếp	
1-181	788-793	100g.	
1-182	794-797	Tất	
1-183	798-800	cả	
